movie_id,title,year,directors,actors,genres
1309,very natural thing a,1974,Christopher Larkin,Robert McLane Curt Gareth Bo White Anthony McKay Marilyn Meyers Jay Pierce Barnaby Rudge A. Bailey Chapin Scott Eisman Michael Kell Sheila Rock Linda Weitz Robert Grillo Howard Blakey George Diaz Deborah Trowbridge Jesse Trowbridge Jose Aponte Chris Ballant Mel Barth Roy Berman Roy Berndt Windsor Boyd Larry Burns David Campos Tony Cedar Thomas Chang Astrida Cimdins Rhodes Cox John Damon Christopher Estridge Robert Ellis Jerry Ent Reginald Eley Jack Firestone Stephen Harvey Arnie Kantrowitz Kathy Kesler Bernard Lewis Billy Longo Michael Lavery Fred Mannara Jr. Lou Miranda Alan Moldow Dina Moore Bobby Niles Edward Ouger John Parr Tommy Riscica Jane Roseman Vito Russo Ben Simon Stod Paul Vanase Frank Ventgen Martin Wade Grove Wood Kim Yesse Ray Zarr,Drama Romance
1310,walk in the sun a,1945,Lewis Milestone,Dana Andrews Richard Conte George Tyne John Ireland Lloyd Bridges Sterling Holloway Norman Lloyd Herbert Rudley Richard Benedict Huntz Hall James Cardwell George Offerman Jr. Steve Brodie Matt Willis Christian Drake Alvin Hammer Victor Cutler Jay Norris John Kellogg James Base Fred Carpenter Dan Cassell Harry Cline Dick Daniels Tony Dante Danny Desmond Ray Elder Jack Ellis Richard Elmore Bennett Green Tommy Hagan Robert Horton Orn Huntington John Laurenz Harry Leonard Gus Lombardo Billy Lord Robert Lowell Grant Maiben Burgess Meredith Larry Murphy Mickey Novak Malcolm O'Guinn Ted O'Shea Foster H. Phinney Dan Quigg Russ Randall Joe Roach Ed Roge Jerome Root Luis Rosado Fred Sanders Jerry Sheldon Jack Sterling Don Summers George Turner Henry Vroom Bob Wolfe Robert Wright,Drama War
1311,waiting to exhale,1995,Forest Whitaker,Whitney Houston Angela Bassett Loretta Devine Lela Rochon Gregory Hines Dennis Haysbert Mykelti Williamson Michael Beach Leon Wendell Pierce Donald Faison Jeffrey D. Sams Jazz Raycole Brandon Hammond Kenya Moore Lamont Johnson Wren T. Brown Theo Ken Love Graham Galloway Starletta DuPois Shari L. Carpenter Thomas R. Leander Cordell Conway Lee Wells Jr. Hope Brown Delaina Mitchell Luis Sharpe Joseph S. Myers Ezra Swerdlow Ellin La Var Patricia Anne Fox Wally Bujack Brenda Baldwin-Davis William Bolander L. Scott Caldwell Kacee DeMasi Giancarlo Esposito Wanda-Lee Evans Tom Hedrick Donyell Hinton Bob Huff Kelly Preston Jose Rosete Tim Sauer Juliet Rose Serrato Wesley Snipes,Comedy Drama Romance
1312,pompatus of love the,1996,Don DuPree,Roger Ebert Gene Siskel,Talk-Show
1313,palmetto,1998,Volker Schlöndorff,Woody Harrelson Elisabeth Shue Gina Gershon Rolf Hoppe Michael Rapaport Chloë Sevigny Tom Wright Marc Macaulay Joe Hickey Ralph Wilcox Peter Paul DeLeo Mal Jones Salvador Levy Richard Booker Mikki Scanlon Bill Larson Tim W. Terry Jim Janey Brett Rice Vince Cecere Don Bright Ernie Garrett Karin J. Ivester Marcus Thomas Douglas Mann Jim R. Coleman Victoria Tan Stephen McGruder Annabelle Weenick Wil Kilmer Ginger King Cory Blevins Duncan Chamberlain Peggy Sheffield Karen E. Fraction Gary Lowe Kenneth L. Bright Jay Ridings Graig Himes James Gaunt Jeff Blazy Gail Borges Ryan Paul James James Martin Kelly Laird Stuart,Crime Drama Mystery Romance Thriller
1314,surviving the game,1994,Ernest R. Dickerson,Ice-T Rutger Hauer Charles S. Dutton Gary Busey F. Murray Abraham John C. McGinley William McNamara Jeff Corey Bob Minor Lawrence C. McCoy George Fisher Jacqui Dickerson Victor Morris Frederic Collins Jr. Steven King Sheila Scott Steven Lambert Kevin Harris Edward Tubbs,Action Adventure Crime Drama Thriller
1315,inventing the abbotts,1997,Pat O'Connor,Joaquin Phoenix Billy Crudup Will Patton Kathy Baker Jennifer Connelly Michael Sutton Liv Tyler Joanna Going Barbara Williams Alessandro Nivola Nicole M. Vassallo Amanda Sherman Shawn Hatosy Garrett M. Brown Julie Benz Zoe McLellan David Frazier Margaret Ash Clive Rosengren Susan Barnes Andrea Post Jack Cummins David Heckendorn Janette Andrade Jana Rains Austinson Michael Keaton Guy Kochlani Dayna Price Sean St. Heart William R. Stafford Joseph Benjamin Stewart Anne Zogby,Drama Romance
1316,horse whisperer the,1998,Robert Redford,Robert Redford Kristin Scott Thomas Sam Neill Dianne Wiest Scarlett Johansson Chris Cooper Cherry Jones Ty Hillman Kate Bosworth Austin Schwarz Dustin Schwarz Jeanette Nolan Steve Frye Don Edwards Jessalyn Gilsig William 'Buddy' Byrd John Hogarty Michel Lalonde C.J. Byrnes Kathy Baldwin Keenan Allison Moorer George A. Sack Jr. Kellee Sweeney Stephen Pearlman Joelle Carter Sunny Chae Anne Joyce Tara Sobeck Kristy Ann Servidio Marie Engle Curt Pate Steven Brian Conard Tammy Pate Miss Michelle Donnie Saylor Conor Dean Smith Bill Di Paolo Gloria Lynne Henry Lance R. Jones Sydney Resel Brian Vikander Penny Weibert,Drama Romance Western
1317,journey of august king the,1995,John Duigan,Jason Patric Thandie Newton Larry Drake Sam Waterston Sarah-Jane Wylde Eric Mabius Muse Watson John Doman Andy Stahl Danny Nelson Collin Wilcox Paxton Dean Rader-Duval Billy Ray Reynolds Marlus Harding Lisa Roberts Gillan John Burnett Hall Roy Bush Laughter A. Duncan Shirley III Chase Conley E. George Betz Nesbitt Blaisdell Graham Paul Becky Vanselow Summer Vanselow Annie Vanselow Rich Valliere Mitch Mulkey Michael Flippo Kenny Jones Dale Dickey Terry Nienhuis Kirk Adcock Jon Huffman Lee Norris Andy Nichols John E. Davis Dean Whitworth Elijah Perry George Lynch Blaque Fowler Keith Shepard Michael Mattison Elaine Stenett Larry Henderson Mark Joy Maya Angelou Pete Burris Tessa Martin Kerry Wallum,Drama
1318,catwalk,1995,Robert Leacock,Christy Turlington Azzedine Alaïa Giorgio Armani Nadja Auermann Sandra Bernhard Kate Betts Brandi Carla Bruni Naomi Campbell Nino Cerruti Helena Christensen Francesco Clemente Grace Coddington Cindy Crawford Rufus Crawford Jaye Davidson Arthur Elgort Linda Evangelista Gianfranco Ferré John Galliano Valentino Garavani Jean-Paul Gaultier Yasmeen Ghauri Amanda Harlech Tricia Helfer Karl Lagerfeld Yasmin Le Bon Polly Allen Mellen Isaac Mizrahi Kate Moss Oribe Stephanie Roberts RuPaul Eve Salvail Claudia Schiffer Kimora Lee Simmons Christian Slater Sharon Stone André Leon Talley Niki Taylor Stella Tennant Liz Tilberis Patricia Velasquez Gianni Versace Veronica Webb Bruce Weber Emma Wiklund Anna Wintour Michael Gross,Documentary
1319,neon bible the,1995,Terence Davies,Jacob Tierney Drake Bell Gena Rowlands Diana Scarwid Denis Leary Bob Hannah Aaron Frisch Charles Franzen Leo Burmester Sherry Velvet Stephanie Astalos-Jones Ian Shearer Joan Glover Jill Jane Clements Tom Turbiville Sharon Blackwood Peter McRobbie Ken Fight Dana Seltzer Virgil Graham Hopkins Ducan Stewart J.T. Alessi Duncan Stewart Frances Conroy Marcus Batton Barry Hopkins,Drama
1320,homage,1995,Ross Kagan Marks,Blythe Danner Frank Whaley Sheryl Lee Danny Nucci Bruce Davison Bob Goen Raymond Mesa Arlene Belkin Harri James Lindsay Taylor Leon Cox Ted Scanlon Elmo Davis David Philips Gordon Butler Wally Gonzales Mark Medoff Kagan Ethan Lora Martinez-Cunningham Dawna Bennett Stephen Conn,Drama Thriller
1321,open season,1996,,,
1322,metisse café au lait,1993,Mathieu Kassovitz,Julie Mauduech Hubert Koundé Mathieu Kassovitz Vincent Cassel Tadek Lokcinski Jany Holt Rywka Wajsbrot Héloïse Rauth Marc Berman Andrée Damant Berthe Bagoe Jean-Pierre Cassel Félicité Wouassi Brigitte Bémol Lydia Ewandé Béatrice Zeitoun Camille Japy Jean-Claude Flamand-Barny Jean-Michel Verner Olivier Bouana Peter Kassovitz David Sako Simon Sportich Marc Hajzblum Peggy Hubert Julien Israël Fabrice Melquiot Ophélie Koering François Toumarkine Anthony Souter Laurent Labasse Philippe Naud Julie Vilmont Christophe Rossignon Pascal Rouyar Judes Jules Arthur Freddy Provost Georges Diane David Diane Olivier Bourbeillon Marc Piton Eric Pujol Pierre Aïm Philippe Rostan Eric Dangremont Pierre Dugowson Stéphane Auberghen Ninon Scheidweiler,Comedy Romance
1323,wooden mans bride the wu kui,1994,Jianxin Huang,Shih Chang Lan Wang Yumei Wang Mingjun Kao Fuli Wang Pao-Ming Ku,Drama
1324,loaded,1994,Anna Campion,Oliver Milburn Dearbhla Molloy Danny Cunningham Catherine McCormack Thandie Newton Nick Patrick Biddy Hodson Mathew Eggleton Caleb Lloyd Joe Gecks Bridget Brammall Tom Welsh,Drama Thriller Mystery
1325,august,1996,Anthony Hopkins,Anthony Hopkins Leslie Phillips Kate Burton Gawn Grainger Rhian Morgan Menna Trussler Rhoda Lewis Hugh Lloyd Huw Garmon Rhys Ifans Susan Ellen Flynn Buddug Morgan Victoria Pugh Ioan Meredith Jâms Thomas Simon Treves Myfanwy Talog Beth Morris Morgan Ritchie Terry Rowley Dylan Thomas Hywel Richards Minstrel,Comedy Drama Romance
1326,boys,1996,,,
1327,captives,1994,Angela Pope,Julia Ormond Tim Roth Keith Allen Siobhan Redmond Peter Capaldi Colin Salmon Richard Hawley Annette Badland Jeff Nuttall Kenneth Cope Bill Moody Nathan Dambuza Christina Collingridge Victoria Scarborough Anthony Keirnan Aedin Moloney Tricia Thorns Cathy Murphy Mark Strong Sandra James-Young Sharon Hines Julian Maud Tony Curran James Hooton Steve Swinscoe Catherine Sanderson Michael L. Blair David MacCreedy Douglas McFerran Joe Tucker Shaheen Khan Shend Gilbert Martin David Hounslow Martin Dew Graham Martin Essa Zahir,Crime Drama Romance Thriller
1328,of love and shadows,1994,Betty Kaplan,Antonio Banderas Jennifer Connelly Stefania Sandrelli Diego Wallraff Camilo Gallardo Patricio Contreras Jorge Rivera López Ángela Ragno Alejandro Toccalino Alfredo Martín Ana Leza Carmen Renard Cesar Parlani Claudio Ciacci Daniel Alvarado Darío Fernández Dennis Dann Diego Leske Enrique Bustos Eva Cabral Ignacio López Jacques Arndt Jean Pierre Reguerraz Jorge Ochoa Jose Bonafoux Juanita Aizenberg Gonzalo Allende Julio Galán Leonardo Aisenberg Marcello Fiori Margara Alonso Mari Tapia María Teresa Costantini María Fiorentino Mariu Carrera Martín Coria Matías Einguelman Mercedes Morán Miguel Ángel Paludi Mónica Lacoste Néstor Zacco Pablo Rinaldi Pedro Segni Pietro Guggiana Raul Johnson Ruth Antonofsky Silvana Silveri Sue Fischenich Susana Cortínez Daniel Alvaredo Paulino Andrada,Drama Romance Thriller War
1329,low life the,1994,John L'Ecuyer,,Short
1330,an unforgettable summer,1994,Lucian Pintilie,Kristin Scott Thomas Claudiu Bleont Olga Tudorache George Constantin Ion Pavlescu Marcel Iures Razvan Vasilescu Cornel Scripcaru Tamara Cretulescu Carmen Ungureanu Mihai Constantin Ioan Gyuri Pascu Dragos Pîslaru Dorina Lazar Beatha Fülop Magda Catone Manuela Ciucur Emilia Popescu Florin Calinescu Cristian Irimia Mihai Bratila Petre Nicolae Romina Pavlovici Christopher Anghel Nicholas Anghel Vasile Albinet Gabriela Romanov,Drama Romance War
1331,last klezmer leopold kozlowski his life and music the,1995,,,
1332,my life and times with antonin artaud en compagnie dantonin artaud,1993,,,
1333,midnight dancers sibak,1994,Mel Chionglo,Alex Del Rosario Gandong Cervantes Lawrence David Luis Cortes Richard Cassity Danny Ramos John Mendoza Leonard Manalansan Perla Bautista Ryan Aristorenas Soxy Topacio Gino Paul Guzman Maureen Mauricio Jeffrey Suarez Ray Ventura Nonie Buencamino RS Francisco Cherry Pie Picache Cezar Xerez-Burgos Romy Romulo Anthony Taylor Leonard Obal Gino Fernando Frannie Zamora Armando A. Reyes Cherry Cornell Edel Templonuevo Archi Adamos Francis Villacorta Chie Concepcion Roden Biag Herbie Go Luvie Gamao Edgar Santiago Ronnie Falcasantos Faustino Ferrer Victor Falcasantos Lito Martinez Frank Rivera Ronnie Francisco Ronnie Salamat Bryan Rosal Patricia Miguel Palo Cristina Rommel Ricafort Tet Arnold Tanchinco Vicvic Villavicencio Rene Pascual Mother Joy Frank Caunca Charlie Caunca Andy Fianza Carmelo Brinces Jr. Alexander Delantar,Crime Drama
1334,somebody to love,1994,Alexandre Rockwell,Rosie Perez Harvey Keitel Anthony Quinn Michael DeLorenzo Steve Buscemi Stanley Tucci Gerardo Mejía Steven Randazzo Paul Herman Samuel Fuller Helena Elizabeth Bracco Angel Aviles Lorelei Leslie Julie Shannon Francesco Messina Mickey Cottrell Sully Boyar Edward Lynch Edward Bunker Kerol Rae Tito Larriva Nick Vincent Brie Howard Peter Atanasoff Tony Marsico Adalberto Hernandez Rafael Flores Jr. Luis A. Pérez Carlos Quinonez Sam Rockwell Alex Magno Mario Arias Quentin Tarantino Yul Vazquez Victor Argo Lelia Goldoni Myron L. Hall Anthony Powers Tony Vera Devino Tricoche Jim Palmer Steve Simich Red Horton Jay Della Santos Morales Niko Montero Scott Allen Logan,Comedy Drama
1335,american buffalo,1996,Michael Corrente,Dustin Hoffman Dennis Franz Sean Nelson,Drama
1336,kazaam,1996,Paul Michael Glaser,Shaquille O'Neal Francis Capra Ally Walker James Acheson John Costelloe Marshall Manesh Fawn Reed Mother Love Brandon Durand Wade Robson Jake Glaser Efren Ramirez Jonathan Carrasco Jesse Perez Todd Sible Juan Gabriel Reynoso Said Faraj Randall Bosley Steven Barr Spinderella Kashi Barrett Eboni Parson Iris Burruss Da Brat Nicole Jackson Altameza Reeves Sandra Chriss Shana Mangatal Davidson King Deborah Rennard Kelly Duncan-Joiner Bob Clendenin Eugene McCarthy Jeffrey Paul Johnson Brad Wilson Miguel Escobar Hector Jimenez Michael Wajacs Rory Leidelmeyer Charles Edward Bennett Larry Clardy Hernando Bansuelo Maurizio Dotto Jay Hopkins Emmett James Lucinda Lewis Guy Marcot Brandon Trost Jason Trost,Comedy Family Fantasy Musical
1337,larger than life,1996,Howard Franklin,Jerry Adler Bill Murray Richard Alan Baker Richie Allan Kimberly Thornton Anita Gillette Maureen Mueller Jeremy Piven Alex Neiwerth Alfa-Betty Olsen Carrie Houk Harve Presnell Tai Earl Billings Jeannine Hutchings Roy Blount Jr. Teddy Couch Craig Hawksley Norman McGowan Morgan Hatch Joseph Ribaudo David Mitchell Marco Emerson Tracey Walter Greg Lewis Janeane Garofalo Pat Hingle Phyllis Shulman Harry Governick Keith David Lois Smith Rodney Bennett Greg Ward James Gale Pat Mahoney Bob 'Dutch' Holland Darrel Bowen Marvin Barker Linda Fiorentino Neal Lerner Richard Arthur Lois Hicks Matthew McConaughey Eugene Johnson Margaret Smith Joseph Palmas Israel Juarbe Hector Elias Roy Keith Ken Jones Jesse D. Goins Christopher Darga Dirk Blocker Anthony C. Steere John Hauser John Kilpatrick Dennis T. Mooney Star Townsend Bob Bouchard Mark Yerkes James Withrow Mark Chadwick Matthew Love Danny Castle Chobi Gyorgy Jimmy Hart Tony Snegoff Jack West Clark Tucker Lynn Wolf Jennifer Caputo Darlene Ava Williams Svetla Krasteva Karen Price Chipper Lowell Deon Aumaier Richard Dubicki Robert Wells Belinda Stewart-Wilson,Comedy Family
1338,two deaths,1995,Nicolas Roeg,Sônia Braga Patrick Malahide Ion Caramitru Sevilla Delofski Nickolas Grace Michael Gambon Ravil Isyanov Matt Terdre John Shrapnel Karl Tessler Lisa Orgolini Niall Refoy Andrew Tiernan Rade Serbedzija Laura Davenport Amanda Royle Charles Edmond Luka Piljagic,Drama War
1339,stefano quantestorie,1993,Maurizio Nichetti,Maurizio Nichetti Elena Sofia Ricci Amanda Sandrelli Caterina Sylos Labini James Thierrée Renato Scarpa Milena Vukotic Lidia Broccolino Leonard Catacchio Sabrina Paravicini Cristina Beretta Maddalena Franceschi Osvaldo Salvi Enrico Grazioli Elio Veller Marco Zannoni Riccardo Magherini Luigi Rosatelli Marie Pasqua Mottl Mauro Capurso Gero Caldarelli Caterina Munafò Mario Pardi Maria Eugenia D'Aquino Elisabetta Vergani Nicola Grillo Aldo Izzo Robert Coppolecchia Emanuele Dell'Aquila Matteo Malavasi Giuseppe Rotondi Alberto Faregna Luca Semeraro Donata Mennella Matteo Andreone Maurizio Biosa Monica Bilardi Anna Franchini Francesca Franchini Heidi Hansen Carla Piras Nadia Perozzo Federica Verini Edith Mbandakasa Malonga Corinna Nart Arianna Mainardi Marco Colombo Gabriele Pisu Joseph Grazioli Hideaki Hirata Kyoko Masuta Sonia Turco Francesca Fumagalli Deimos Virgillito Luca Foglia Davide Stravolo Silvia Cremaschi Nicole Lanza Alice Colombi Michele Lanza Matteo Colombi Andrea Palumbo Fabio Casati Mike Bongiorno,Comedy Drama
1340,crude oasis the,1995,,,
1341,hedd wyn,1992,Paul Turner,Huw Garmon Catrin Fychan Ceri Cunnington Llio Silyn Grey Evans Gwen Ellis Emma Kelly Sioned Jones Williams Llyr Joshua Angharad Roberts Geraint Roberts Emlyn Gomer Guto Roberts Manon Prysor Gruffudd Aled Derec Brown Arwel Gruffydd Sue Roderick Lydia Griffiths J.O. Jones Richard Viner Mark Rowlands Llion Jones Judith Humphreys Sian Summers Nia Dryhurst Tony Jones Ieuan Wyn Roberts Brendan Charleson Doc O'Brien Noel Williams Eric Wyn Richard Beale Roger McKern Kim Goddard Gwyn Vaughan Phil Reid Dylan Jones Roberts Dafydd Edmwnd Ray Davies Jack James Terry Victor Dafydd Rowland Richard Elfyn David Hawson John Probert David Morgan Lyndon Sullivan Steve Edwards Alan Pritchard Gareth Roberts Andrew Storey Steve Credland Mike Rowlands Anthony Stenson Toby Goddard David Albert Taylor Andy Baker Clive Johns Neville Phillips Jamie Rutherford Karl Nicholas John Priestly Andrew Kirkhouse Vic Nurton Llyr Huws Griffiths Dyfed Williams Chris Urack David Wyn Hughes Peter Davies Simon Clarke Peter Owen Gwenfair Vaughan,Drama Romance War
1342,convent the convento o,1995,Manoel de Oliveira,Catherine Deneuve John Malkovich Luís Miguel Cintra Leonor Silveira João Bénard da Costa Heloísa Miranda Gilberto Gonçalves,Drama Mystery
1343,lotto land,1995,John Rubino,Lawrence Gilliard Jr. Wendell Holmes Barbara Gonzalez Suzanne Costollos Jamie Tirelli Paul Calderon Luis Guzmán Terrence Howard John Ortiz Eden Marryshow Daphne Rubin-Vega Monilewa Okan Cecilia Rubino Loretta Ehrhardt Paul Lemos Joe Ricca Gloria Irizarry Freddie Fajardo Neil Lewis Pete Bowe Tane A.S. Smith Sherman Holmes Popsy Dixon Gib Wharton Peter Bove Clinton H. Wallace,Drama
1344,story of xinghua the,1993,,,
1345,day the sun turned cold the tianguo niezi,1994,,,
1346,dingo,1992,,Rob Paulsen April Winchell Jim Cummings Bill Farmer Dana Hill Frank Welker Nancy Cartwright Corey Burton Michael Gough Jerry Houser Charlie Adler Pat Fraley Joe Piscopo Michael Bell S. Scott Bullock Bruce Talkington Kath Soucie Charles Nelson Reilly Franklyn Ajaye Gregg Berger Jodi Carlisle Dan Castellaneta Brian Cummings David Doyle Jennifer Darling Debi Derryberry Conor Duffy Ed Gilbert Dorian Harewood Patrick Duffy Jess Harnell Richard Karron Candi Milo Brad Garrett Gary Owens Sherry Lynn Diane Pershing Robert Ridgely Jim Staahl Susan Tolsky Brenda Vaccaro William Windom Eddie Deezen Teresa Ganzel Joan Gerber Tino Insana Andrea Martin Edie McClurg Dal McKennon Zelda Rubinstein,Animation Adventure Comedy Family Music
1347,ballad of narayama the narayama bushiko,1958,Keisuke Kinoshita,Kinuyo Tanaka Teiji Takahashi Yûko Mochizuki Danko Ichikawa Seiji Miyaguchi Keiko Ogasawara Yûnosuke Itô Eijirô Tôno Ken Mitsuda Katsuyuki Hattori Tokuji Kobayashi Masao Oda,Drama
1348,every other weekend,1990,Nicole Garcia,Nathalie Baye Joachim Serreau Félicie Pasotti Predrag 'Miki' Manojlovic Henri Garcin Gilles Treton Marie Daëms Michelle Goddet Susan Carlson Jacques Boudet Jacques Vincey Sacha Briquet Jean-Loup Wolff Frédérique Ruchaud Jan Madd Jean-Marc Roulot Sylvie Blotnikas Martine Buffet Hugues Avinens Yves Torchinsky Lucette Filiu Nicolas Serreau Ghazy Younès David Jalil Zoubir Tligui Robert Perz Paul Beauvais Bruno Crovi Lise Norpel Mathieu Rafael Rojas,Drama
1349,mille bolle blu,1993,Leone Pompucci,Carla Benedetti Matteo Fadda Giacomo Fadda Stefano Masciarelli Nicoletta Boris Orazio Stracuzzi Ludovica Modugno Cesare Gelli Denise Du Chene De Vere Gina Rovere Manuele Pompili Stefania Montorsi Enza Elisea Lidia Biondi Franco Mesconcini Mario De Candia Vera Furlan Maria D'Ayma Stefano Dionisi Roberto Stocchi Giovanna Mori Isa Gallinelli Giampaolo Cocchi Paolo Bonacelli Antonio Catania Clelia Rondinella Evelina Gori Claudio Bigagli Vittorio Viviani Maurizio Martinoli Tony Brennero Roberto De Sandro Mario Bianco Emanuele Medici Maurizio Marsala Romolo Eusepi Francesco Bianco Davide Ardizzone Enrico Protasi Eugenio Patalocchi Pasquale Vitale Alessia Ruggeri Raffaello Fortini Simone Cinfrignini Valentina Lomabrdo Daniele Striano Graziano Ardizzone Alessandro Bianco Maurizio Rossi Gigi Proietti,Comedy Romance
1350,crows and sparrows,1949,Junli Zheng,Dan Zhao Yinyan Wu Daolin Sun Yunzhu Shangguan Heling Wei Tianji Li Zongying Huang Pei Wang Han Cheng Mo Cheng Yunzhu Ouytang Lulu Wang Gan Zhang Lide Zhang,Drama
1351,lovers knot,1996,Kyôsuke Murayama,Kei Mizutani,Short Music
1352,shadow of angels schatten der engel,1976,Daniel Schmid,Ingrid Caven Rainer Werner Fassbinder Annemarie Düringer Adrian Hoven Boy Gobert Ulli Lommel Jean-Claude Dreyfus Irm Hermann Debria Kalpataru Hans Gratzer Peter Chatel Ila von Hasperg Gail Curtis Christine Jirku Raúl Gimenez Alexander Allerson Harry Baer Klaus Löwitsch,Drama
1353,1900,1994,Theo van Gogh,Ariane Schluter Ad van Kempen,Romance Drama
1354,venicevenice,1992,Henry Jaglom,Henry Jaglom Nelly Alard Melissa Leo Suzanne Bertish Daphna Kastner David Duchovny Suzanne Lanza Vernon Dobtcheff Klaus Hellwig John Landis Edna Fainaru Gudio Colella Simonetta De Santis Braguiti Luca Sarah Gristwood Silvia Bizio Dan Fainaru Claudio Lazzaro Phyllis Curott Helmuth Bielendt Dieter Achtel Rafael M. Müller Klaus Fink Boje-Kadoke Edgar Miorelli Bruna Prospero Bozzo Roberto Rossi Diane Salinger Zack Norman Christoph Henkel Fred Shoenberg Aimee Greenberg Marshall Barer David Colin Ross Mark Camhe Todd M. Camhe Marcus Chong Helen Costa Pierre Cottrell Marlena Giovi Mario Gonzalez Alexi Ivanov Michelle McIntosh Leslie Oliver Lisa Blake Richards Robert Thomas Barbara Bercu Barbara Berque Alpha Blair Anna Thea Bogdanovich Sue Cameron Deborah Carlisle Stacy Solon Foster Victoria Foyt Cindy Friedl Nancy Gold Annette Goliti Gutierrez Mary Gray Gayle Harbor Andrea Harmon Marcia Jacobs Tracy James Elizabeth Kemp Gaye Kruger Eugenia Buerklin Carolyn McLuskie Kyla MacTaggart Kathleen Matson Robyn Rosenfeld Ora Rubenstein Charisse Savarin Deborah Skelly Brenda Smith Lisa-Marie Soble Magie Song Claudia Stedelin Abidah Viera,Drama
1355,infinity,1996,Matthew Broderick,Matthew Broderick Jeffrey Force Peter Riegert David Drew Gallagher Raffi Di Blasio Josh Keaton Patricia Arquette James Hong Emerson Tran Melissa DeLizia Dori Brenner John Hammil Jack Lindine Helene Moore Carl Strano Mary Pat Gleason Horton Foote Jr. Peter Michael Goetz Joyce Van Patten Mary Kay Wulf James Le Gros Zeljko Ivanek Laurence Haddon Tom Kurlander Mark Burnham Googy Gress Joshua Goldin Erich Anderson Matt Mulhern Drew Ebersole John Patterson Damion Scheller Joshua Malina Demetrius Navarro Cosimo Sherman Geoffrey Nauffts David Barrera Kelly Wolf Patrick James Clarke Kirk Fox Marianne Muellerleile Michelle Feynman Kristin Dattilo Bill Bolender Corbitt Smith Jason Menz,Biography Drama
1356,eds next move,1996,John Walsh,Matt Ross Catherine Curtin Timothy Pilato Ramon Moses Eric Weiner Joshua Astrachan David Pittu Devin Eggleston Robert Margolis Kevin Carroll Ramsey Faragallah M. Elizabeth Houston Aurelio Voltaire Will Arnett Joy Findlay Veronika Korvin Liz Tuccillo Rick Kaplan Joseph Fuqua Cynthia Kaplan Dale Carman Nina Sheveleva Peter Jacobson A.J. Brentano Callie Thorne Reine Hewitt Kelly Yusko Kevin Seal Jack Merrill Lisa Harris Helene Weintraub Gloria Goldman Steven Arvanites Haras Ginsberg Conrad Wolfson Aunjanue Ellis Roxanne Manzano Andy Buelvas R.E. Rodgers Oliver Wadsworth James Michael Cummings Carrie Bradley Dan Leone Jonah Winter James M. Palombo,Romance Comedy
1357,for the moment,1994,,,
1358,the deadly cure,1996,Yassin Ismail Yassin,Neemaat Abdulnasser Umran Bahar Laila Gamal Sayed Mustafa Abdelmohsen Selim Rania Farid Shawqi Amr Yousri Maali Zayed,Horror
1359,boys in venice,1996,,,
1360,sexual life of the belgians the,1994,Jan Bucquoy,Jean-Henri Compère Noe Francq Isabelle Legros Sophie Schneider Jacques Druaux Sacha Jacques Boris Bucquoy Pascale Binnert Michel Angely Michele Shor Stefan Lernous Georgette Stulens Raymond Vandersmissen Tegan Pick Kathleen Joye Sebastien Demone Les Dominos Valerie van Nitsen Alain Eloy Roberto Buscemi Moreno Boriani Graziela Calabreze Dorothée Capelluto Laura Dupont Eric da Costa Jan Bucquoy Kristien Pottie Jacques Lefebvre Anne-Marie Polster Monique Cremers Claudine Maton Marie-Jo Delhaye Sabrina Leurquin Renaldo Deman Herman Brusselmans Tiphaine Henrion Morgan Marinne Maryline Darimont Julie Bougard Agathe Cornez Jennifer Marleen Duelz Noël Godin Véronique Antonutti Laure Pointeau,Biography Comedy Romance
1361,search for oneeye jimmy the,1996,,,
1362,american strays,1996,Michael Covert,Scott Plank Melora Walters John Savage Brion James Joe Viterelli James Russo Luke Perry Will Rothhaar Jessica Perelman Toni Kalem Eric Roberts Vonte Sweet Anthony Lee Stephanie Cushna Sam J. Jones Stace Williamson Carol Kane Luana Anders Jack Kehler Robert Fields Charles Bailey-Gates Thomas Elliott Jennifer Tilly Michael Horse Leland Crooke Michael Kaliski Patrick Warburton,Action Comedy
1363,leopard son the,1996,Hugo Van Lawick,John Gielgud,Documentary
1364,bird of prey,1996,,,
1365,johnny 100 pesos,1993,Gustavo Graef Marino,Armando Araiza Patricia Rivera Willy Semler Aldo Parodi Rodolfo Bravo Eugenio Morales Sergio Hernández Luis Gnecco Boris Quercia Paulina Urrutia Luis Alarcón Patricia Guzmán Cristián Campos José Manuel Salcedo Aldo Bernales Hugo Medina Gabriela Hernández Patricio Bunster Claudio Viancos Valeria Chignoli Roberto Sánchez Alfredo Ahumada Agustín Iglesias Max Mariño Helena Ahumada Amaya Forch Víctor Mix Vittorio Yaconi Gabriel Aldunate César Arredondo Muriel Cornejo Marés González Mario Bustos Roberto Chignoli Jorge Araneda Isabel Quinteros Armando Silvestre,Crime Drama Thriller
1366,jlgjlg  autoportrait de décembre,1994,,,
